pageid,title,protection_status,number_of_views,number_of_edits
6868,Caffeine,autoconfirmed;sysop,,
6873934,Steve Irwin,autoconfirmed;sysop,,
6873959,Utigurs,autoconfirmed;autoconfirmed,,
6882,Chrysler,autoconfirmed;sysop,,
6884,Clitoris,autoconfirmed;sysop,,
689,Asia,autoconfirmed;sysop,,
68904,Michael J. Fox,autoconfirmed;autoconfirmed,,
6895472,Vidya (disambiguation),autoconfirmed,,
690037,Yokozuna (wrestler),autoconfirmed,,
690295,Ukrainian culture,autoconfirmed;autoconfirmed,,
69035,Thoth,autoconfirmed;autoconfirmed,,
6908822,John Michell (writer),autoconfirmed;autoconfirmed,,
691,Articles of Confederation,autoconfirmed;autoconfirmed,,
6910,Cloning,autoconfirmed,,
6915937,List of programs broadcast by Boomerang,autoconfirmed;autoconfirmed,,
692116,Ball (disambiguation),autoconfirmed;sysop,,
6922247,Mangalore Airport (India),autoconfirmed,,
692279,Frankie Poullain,autoconfirmed;autoconfirmed,,
6923903,List of tallest buildings in Pakistan,autoconfirmed;autoconfirmed,,
6924584,Predacon,autoconfirmed;autoconfirmed,,
693065,Red Pyramid,autoconfirmed;autoconfirmed,,
6933101,Kevin Durant,autoconfirmed,,
6934909,Anushka Shetty,autoconfirmed;autoconfirmed,,
693688,Bent Pyramid,autoconfirmed;autoconfirmed,,
694313,Bob Menendez,autoconfirmed;autoconfirmed,,
694416,KV6,autoconfirmed;autoconfirmed,,
6945948,List of Nürburgring Nordschleife lap times,autoconfirmed;autoconfirmed,,
6946789,Clacton Airport,autoconfirmed;autoconfirmed,,
6948376,Telaga,autoconfirmed;autoconfirmed,,
695227,Lethal Weapon 2,autoconfirmed,,
695266,Lethal Weapon 3,autoconfirmed,,
695283,Lethal Weapon 4,autoconfirmed,,
695403,List of countries by GDP (PPP) per capita,autoconfirmed;autoconfirmed,,
69708,Celtic F.C.,autoconfirmed;sysop,,
69713,Rangers F.C.,autoconfirmed;sysop,,
6972,Chipmunk,autoconfirmed;sysop,,
69795,Selena,autoconfirmed;sysop,,
6984,Colin Powell,autoconfirmed;sysop,,
698477,Urinal,autoconfirmed;autoconfirmed,,
6987479,School for Scoundrels (2006 film),autoconfirmed;autoconfirmed,,
69880,Napoleon,autoconfirmed;sysop,,
69894,Wales,autoconfirmed;sysop,,
699349,Ben Roethlisberger,autoconfirmed;sysop,,
699403,Preamble to the United States Constitution,autoconfirmed;sysop,,
699466,Habbo,autoconfirmed;sysop,,
69982,Charles,autoconfirmed;sysop,,
7000494,UGG Australia,autoconfirmed;autoconfirmed,,
70101,National Rifle Association,autoconfirmed;autoconfirmed,,
70155,Toronto Maple Leafs,autoconfirmed;autoconfirmed,,
701773,Ramesses IX,autoconfirmed;autoconfirmed,,
701807,Children's rights,autoconfirmed;autoconfirmed,,
7021620,John Bloom (businessman),autoconfirmed;autoconfirmed,,
702389,Panathinaikos A.O.,autoconfirmed,,
7026145,Nicole Arbour,autoconfirmed;autoconfirmed,,
7036252,Stereotypes of animals,autoconfirmed;autoconfirmed,,
7037,Chlamydia infection,autoconfirmed;autoconfirmed,,
704169,Catholic clergy involvement with the Ustaše,autoconfirmed;autoconfirmed,,
70423,Esker,autoconfirmed;autoconfirmed,,
704723,Neil Patrick Harris,autoconfirmed;autoconfirmed,,
7050335,Bo Lozoff,autoconfirmed;autoconfirmed,,
70548,Messianic Judaism,autoconfirmed;autoconfirmed,,
70578,Benjamin Banneker,autoconfirmed;sysop,,
705794,Elders of the Universe,autoconfirmed;autoconfirmed,,
70602,Jacques Cartier,autoconfirmed,,
7063,Catapult,autoconfirmed;autoconfirmed,,
706513,Arctic wolf,autoconfirmed;sysop,,
7075078,Pennsylvania Institute of Technology,autoconfirmed;autoconfirmed,,
707732,National Union of Students (Australia),autoconfirmed;autoconfirmed,,
707815,Jason Statham,autoconfirmed;autoconfirmed,,
707977,Kevin Lyttle,autoconfirmed;autoconfirmed,,
7085,Civil war,autoconfirmed;autoconfirmed,,
70868,Flamethrower,autoconfirmed;autoconfirmed,,
70873,Nathuram Godse,autoconfirmed,,
708834,Frank Lampard,autoconfirmed;sysop,,
70889,Mona Lisa,autoconfirmed;autoconfirmed,,
7089,Chocolate,autoconfirmed;sysop,,
7090979,St. Mark's Anglican Community School,autoconfirmed,,
7091330,Water-fuelled car,autoconfirmed;autoconfirmed,,
7091845,WICL,autoconfirmed;autoconfirmed,,
70983,Great Barrier Reef,autoconfirmed;sysop,,
71054,Plague,autoconfirmed;autoconfirmed,,
7106843,Lytchett Minster School,autoconfirmed;autoconfirmed,,
71130,Sum of Logic,autoconfirmed;autoconfirmed,,
712322,Nikita Mikhalkov,autoconfirmed,,
7124684,List of programs broadcast by Nick Jr. (block),autoconfirmed,,
712500,Boomerang (TV channel),autoconfirmed;sysop,,
712576,Passive smoking,autoconfirmed;autoconfirmed,,
7141407,John Varty,autoconfirmed;autoconfirmed,,
7144873,Brendon Urie,autoconfirmed;sysop,,
71491,Hepatitis C,autoconfirmed;autoconfirmed,,
715909,Greek alphabet,autoconfirmed;sysop,,
7165,Cartoon,autoconfirmed;sysop,,
7165758,Michael Oher,autoconfirmed,,
7175183,List of Ed; Edd n Eddy episodes,autoconfirmed;autoconfirmed,,
7181074,List of Ed; Edd n Eddy characters,autoconfirmed;autoconfirmed,,
718196,Albert Pujols,autoconfirmed;autoconfirmed,,
71870,Johnny Depp,autoconfirmed;sysop,,
71897,Marwan Barghouti,autoconfirmed,,
7191015,Heart of Dragon,autoconfirmed,,
71989,Uncle Tom's Cabin,autoconfirmed;sysop,,
7202966,Burlington High School (Kansas),autoconfirmed;autoconfirmed,,
720834,IDF Caterpillar D9,autoconfirmed,,
7218,Cookie,autoconfirmed;autoconfirmed,,
72197,Nothing,autoconfirmed;autoconfirmed,,
722347,Shuki Levy,autoconfirmed;autoconfirmed,,
7224034,Haq Movement,autoconfirmed;autoconfirmed,,
7224803,Walking Tall (2004 film),autoconfirmed,,
723048,Grave goods,autoconfirmed;autoconfirmed,,
723278,List of cities proper by population,autoconfirmed;autoconfirmed,,
723489,Miranda Cosgrove,autoconfirmed;sysop,,
723502,Meg Griffin,autoconfirmed,,
723665,Infinity Ward,autoconfirmed;autoconfirmed,,
7242143,Boscastle flood of 2004,autoconfirmed;autoconfirmed,,
725318,Christie Blatchford,autoconfirmed;autoconfirmed,,
725817,The Jungle Book 2,autoconfirmed;autoconfirmed,,
7258728,Mika (singer),autoconfirmed;sysop,,
72671,Angela Merkel,autoconfirmed;sysop,,
727836,Harry Potter (character),autoconfirmed;sysop,,
72793,Pete (Disney),autoconfirmed,,
728093,Nick Clegg,autoconfirmed;sysop,,
72821,Turkey (bird),autoconfirmed;autoconfirmed,,
72850,Miami Heat,autoconfirmed;sysop,,
72866,Chicago Bulls,autoconfirmed,,
728776,Zlatan Ibrahimović,autoconfirmed;autoconfirmed,,
72893,Los Angeles Lakers,autoconfirmed;autoconfirmed,,
7290308,Big Ben,autoconfirmed;autoconfirmed,,
730350,Billboard 200,autoconfirmed;autoconfirmed,,
730592,Rafael Benítez,autoconfirmed;autoconfirmed,,
730857,Janet Hubert,autoconfirmed;autoconfirmed,,
731111,Ryan Reynolds,autoconfirmed;autoconfirmed,,
731286,Use Your Illusion Tour,autoconfirmed,,
73165,Infant,autoconfirmed;autoconfirmed,,
73170,Aladdin (1992 Disney film),autoconfirmed;autoconfirmed,,
7326028,Alexander Frey,autoconfirmed;autoconfirmed,,
7328922,Optometry in Singapore,autoconfirmed,,
734057,Elsa Schiaparelli,autoconfirmed;autoconfirmed,,
73408,To Kill a Mockingbird,autoconfirmed;sysop,,
7343842,Daniel,autoconfirmed,,
73460,Fantasia (1940 film),autoconfirmed;autoconfirmed,,
7347540,Caste system in India,autoconfirmed;autoconfirmed,,
734838,Shithead,autoconfirmed;autoconfirmed,,
735009,Pharrell Williams,autoconfirmed,,
735092,Wrestling,autoconfirmed;sysop,,
735185,Hiram Bingham III,autoconfirmed,,
735479,Antonio Cassano,autoconfirmed;autoconfirmed,,
735580,Opportunity Knocks (UK TV series),autoconfirmed,,
735638,Gillette (brand),autoconfirmed,,
736,Albert Einstein,autoconfirmed;sysop,,
737,Afghanistan,autoconfirmed;sysop,,
737688,Tila Tequila,autoconfirmed;sysop,,
73834,Butt,autoconfirmed;autoconfirmed,,
738432,Sugar Act,autoconfirmed,,
738625,David Ortiz,autoconfirmed,,
7390476,Vadama,autoconfirmed;autoconfirmed,,
739072,Jinotega,autoconfirmed,,
739547,José Mourinho,autoconfirmed;sysop,,
7397019,Sexual abuse,autoconfirmed;autoconfirmed,,
740,Allah,autoconfirmed;sysop,,
740100,Sakura Haruno,autoconfirmed;autoconfirmed,,
7412236,Steve Jobs,autoconfirmed;autoconfirmed,,
7415282,Jew (disambiguation),autoconfirmed;autoconfirmed,,
74209,South China Sea,autoconfirmed;autoconfirmed,,
7421354,List of Batman films cast members,autoconfirmed;autoconfirmed,,
742227,Beit Jala,autoconfirmed;autoconfirmed,,
742356,Greater Swiss Mountain Dog,autoconfirmed;autoconfirmed,,
7426,Charles I of England,autoconfirmed;autoconfirmed,,
7428210,Les Henderson,autoconfirmed;autoconfirmed,,
742964,List of religious populations,autoconfirmed;autoconfirmed,,
74297,Xiongnu,autoconfirmed;autoconfirmed,,
743068,Gift card,autoconfirmed,,
7431542,Esméralda (The Hunchback of Notre-Dame),autoconfirmed;autoconfirmed,,
7438610,Dr Pepper,autoconfirmed;autoconfirmed,,
745100,James and the Giant Peach (film),autoconfirmed;autoconfirmed,,
74530,Disney's House of Mouse,autoconfirmed;autoconfirmed,,
74573,Jenna Jameson,autoconfirmed;sysop,,
74575,List of cities in Israel,autoconfirmed;autoconfirmed,,
7460481,Felix the Cat: The Movie,autoconfirmed,,
746138,Tengri,autoconfirmed;autoconfirmed,,
7463,Cold fusion,autoconfirmed,,
747188,Spinosaurus,autoconfirmed;autoconfirmed,,
7473,Chelsea F.C.,autoconfirmed;sysop,,
747573,Waterboarding,autoconfirmed;sysop,,
74803,Doughnut,autoconfirmed,,
7498626,Judge Guthrie,autoconfirmed,,
7502807,Inversion therapy,autoconfirmed;autoconfirmed,,
7505162,Phi Delta Phi,autoconfirmed;autoconfirmed,,
75065,Hummus,autoconfirmed;autoconfirmed,,
751310,Ashley Cole,autoconfirmed;autoconfirmed,,
7514833,Xbox 360,autoconfirmed;sysop,,
7515849,Syria,autoconfirmed;sysop,,
7515865,Golan Heights,autoconfirmed;sysop,,
7515928,Iraq,autoconfirmed;sysop,,
7517779,Bad Girls Club,autoconfirmed;sysop,,
752,Art,autoconfirmed;sysop,,
752312,Shatrughan Sinha,autoconfirmed;autoconfirmed,,
752553,Kevin Federline,autoconfirmed;sysop,,
75275,Interstate 95,autoconfirmed,,
7529378,Facebook,autoconfirmed;sysop,,
7550182,Falkland Islands,autoconfirmed,,
755582,Gary Neville,autoconfirmed;sysop,,
7559856,Criticism of Muhammad,autoconfirmed;autoconfirmed,,
7567080,Martin Luther,autoconfirmed;autoconfirmed,,
75698,Texas hold 'em,autoconfirmed;autoconfirmed,,
7572516,Jejomar Binay,autoconfirmed;autoconfirmed,,
75796,Roanoke; Virginia,autoconfirmed;autoconfirmed,,
75838,Pen,autoconfirmed;sysop,,
758442,French Bulldog,autoconfirmed;autoconfirmed,,
759008,Eye color,autoconfirmed,,
7591,Cholera,autoconfirmed;autoconfirmed,,
76033,The Great Gatsby,autoconfirmed;autoconfirmed,,
7605695,Purple drank,autoconfirmed;autoconfirmed,,
7607434,Mongolian National Premier League,autoconfirmed,,
7609513,Leeds United F.C.,autoconfirmed;autoconfirmed,,
7610,"History of the term ""Catholic""",autoconfirmed;autoconfirmed,,
76143,Pansy,autoconfirmed;autoconfirmed,,
76180,List of Interstate Highways,autoconfirmed,,
762763,Baked potato,autoconfirmed;autoconfirmed,,
7629286,Harry Potter (film series),autoconfirmed;sysop,,
76361,Snow White and the Seven Dwarfs (1937 film),autoconfirmed,,
763637,Water fluoridation,autoconfirmed;autoconfirmed,,
763877,Jim Jordan (political consultant),autoconfirmed;autoconfirmed,,
764674,Poliziano,autoconfirmed;autoconfirmed,,
765,Abortion,autoconfirmed;sysop,,
7654103,Die Rote Fahne,sysop;sysop,,
76592,Mermaid,autoconfirmed;sysop,,
7662509,Indraneil Sengupta,autoconfirmed;autoconfirmed,,
76639,Minnie Mouse,autoconfirmed;autoconfirmed,,
7667778,David Lonsdale,autoconfirmed;autoconfirmed,,
766900,John Boehner,autoconfirmed;sysop,,
7669549,Great Fire of London,autoconfirmed;sysop,,
76723,Chocolate chip cookie,autoconfirmed;autoconfirmed,,
7672695,Frank Lucas (drug dealer),autoconfirmed;autoconfirmed,,
76747,Patrick Henry,autoconfirmed,,
76772,Bono,autoconfirmed;autoconfirmed,,
768413,Ear,autoconfirmed,,
768832,Technique (album),autoconfirmed,,
76894,Emu,autoconfirmed;autoconfirmed,,
7698940,Černová massacre,autoconfirmed;autoconfirmed,,
7701,Cocaine,autoconfirmed;sysop,,
770211,Larry Di Ianni,autoconfirmed;sysop,,
7713110,Griffin,autoconfirmed;autoconfirmed,,
771537,List of Harry Potter cast members,autoconfirmed;autoconfirmed,,
7715411,Amazing,autoconfirmed;autoconfirmed,,
7719190,List of Teletubbies episodes and videos,autoconfirmed;autoconfirmed,,
772173,Maria Sharapova,autoconfirmed;autoconfirmed,,
7724550,Cowra Shire,autoconfirmed;autoconfirmed,,
7725834,Michael R. Crider,autoconfirmed;autoconfirmed,,
772675,The Real World: New Orleans,autoconfirmed;autoconfirmed,,
7729,Captain America,autoconfirmed,,
773158,Caitlyn Jenner,autoconfirmed;sysop,,
77323,John Brown (abolitionist),autoconfirmed,,
7738,Chiropractic,autoconfirmed;sysop,,
7746616,Death of Osama bin Laden,autoconfirmed;sysop,,
774968,Brotherhood (New Order album),autoconfirmed,,
7752055,Montana Meth Project,autoconfirmed;autoconfirmed,,
7754556,Jane Velez-Mitchell,autoconfirmed;autoconfirmed,,
77548,Duck family (Disney),autoconfirmed;autoconfirmed,,
7760245,Mutant (Marvel Comics),autoconfirmed;sysop,,
776049,Harry Potter and the Deathly Hallows,autoconfirmed;sysop,,
7764266,Dina Lohan,autoconfirmed;autoconfirmed,,
7770119,Health effects arising from the September 11 attacks,autoconfirmed;autoconfirmed,,
7772809,Archbishop's School,autoconfirmed;autoconfirmed,,
7776260,Bring Me the Horizon,autoconfirmed;autoconfirmed,,
77795,ESPN,autoconfirmed,,
77807,Discovery Channel,autoconfirmed;autoconfirmed,,
7788373,Peter Holmes à Court,autoconfirmed;autoconfirmed,,
7795442,Peter Licavoli,autoconfirmed;autoconfirmed,,
779968,Mary Ward Catholic Secondary School,autoconfirmed,,
780055,Sidney Crosby,autoconfirmed;sysop,,
7803425,Bigg Boss,autoconfirmed;autoconfirmed,,
78056,Sausage,autoconfirmed;autoconfirmed,,
78058,Interstate 99,autoconfirmed,,
78066,Interstate 5,autoconfirmed,,
78103,Interstate 97,autoconfirmed,,
78114,Chris Hadfield,autoconfirmed;autoconfirmed,,
7814042,Alberto Del Rio,autoconfirmed,,
7815124,Lance Dickson,autoconfirmed;autoconfirmed,,
781729,Independence Day (United States),autoconfirmed;sysop,,
7819,Cactus,autoconfirmed;autoconfirmed,,
7819615,Luis Suárez,autoconfirmed;autoconfirmed,,
7820841,Venom (comics),autoconfirmed;autoconfirmed,,
782178,Ely Sakhai,autoconfirmed;autoconfirmed,,
782762,Tanga (clothing),autoconfirmed;autoconfirmed,,
783,Alexander the Great,autoconfirmed;sysop,,
78468,David Attenborough,autoconfirmed;autoconfirmed,,
784781,Global city,autoconfirmed;autoconfirmed,,
785587,Mexican War of Independence,autoconfirmed;sysop,,
7876657,1996–97 United States network television schedule (Saturday morning),autoconfirmed,,
7878457,Computer,autoconfirmed;sysop,,
7885,Dance,autoconfirmed;sysop,,
78882,Chimpanzee,autoconfirmed;sysop,,
78957,James,autoconfirmed;autoconfirmed,,
7901157,UFC 67,autoconfirmed;autoconfirmed,,
7903910,Dios de Pactos,autoconfirmed,,
7904125,Fiona Forbes,autoconfirmed;autoconfirmed,,
791271,New York Institute of Technology,autoconfirmed,,
7923200,Umar at Fatimah's house,autoconfirmed;autoconfirmed,,
7925760,James Corden,autoconfirmed;sysop,,
7927053,Spider-Man in film,autoconfirmed;autoconfirmed,,
79280,Labrador Retriever,autoconfirmed;autoconfirmed,,
793127,Bhargava,autoconfirmed;autoconfirmed,,
7932564,UEFA Euro 2016,autoconfirmed;autoconfirmed,,
795108,Ramesses IV,autoconfirmed;autoconfirmed,,
795210,Ramesses VIII,autoconfirmed;autoconfirmed,,
7952414,Magnificent Butcher,autoconfirmed,,
7954455,New York University,autoconfirmed;autoconfirmed,,
7954867,Quebec,autoconfirmed,,
7955,DNA,autoconfirmed;sysop,,
7955693,Archduke Franz Ferdinand of Austria,autoconfirmed;sysop,,
795617,Alex McLeish,autoconfirmed;autoconfirmed,,
7960202,Arab–Israeli conflict,extendedconfirmed;sysop,,
79653,Interstate 78,autoconfirmed,,
79655,Interstate 96,autoconfirmed,,
7978072,Jewish Bolshevism,autoconfirmed;sysop,,
797883,Mealworm,autoconfirmed;autoconfirmed,,
7980471,Rape,autoconfirmed;sysop,,
7986069,Brady Hoke,autoconfirmed;autoconfirmed,,
7987684,Plutonium,autoconfirmed;sysop,,
799704,Iron pillar of Delhi,autoconfirmed,,
79982,Shigeru Miyamoto,autoconfirmed;autoconfirmed,,
800,Anime,autoconfirmed;autoconfirmed,,
8003006,Gul Panag,autoconfirmed;sysop,,
8004665,Nina Arvesen,autoconfirmed;sysop,,
800594,Ricardo Quaresma,autoconfirmed;autoconfirmed,,
80103,Coldplay,autoconfirmed;sysop,,
80197,Soviet–Afghan War,autoconfirmed;autoconfirmed,,
802146,Rhinoceros,autoconfirmed;autoconfirmed,,
803754,Kargil War,autoconfirmed;autoconfirmed,,
80405,Johnny Mnemonic (film),autoconfirmed,,
8044153,WLTF,autoconfirmed;autoconfirmed,,
804581,Anne Frank,autoconfirmed;autoconfirmed,,
8051275,Cassern S. Goto,autoconfirmed;autoconfirmed,,
8052722,D-Day (military term),autoconfirmed;sysop,,
8057143,List of SpongeBob SquarePants episodes,autoconfirmed;autoconfirmed,,
8062531,Madhesi people,autoconfirmed;autoconfirmed,,
807040,Cybertron,autoconfirmed;autoconfirmed,,
80777,Kurdistan,autoconfirmed;autoconfirmed,,
807813,Transformers,autoconfirmed;autoconfirmed,,
8078292,Mike MacRae,autoconfirmed;autoconfirmed,,
8082,Diamond,autoconfirmed;sysop,,
8082932,Dildo,autoconfirmed;autoconfirmed,,
8083,Dr. Dre,autoconfirmed;autoconfirmed,,
808402,Mexico national football team,autoconfirmed;autoconfirmed,,
8087628,Egypt,autoconfirmed;sysop,,
809,Anaconda,autoconfirmed;autoconfirmed,,
80903,Billie Joe Armstrong,autoconfirmed;autoconfirmed,,
80908,Interstate 238,autoconfirmed,,
8093233,Rick Riordan,autoconfirmed,,
8096136,List of Mayday episodes,autoconfirmed;autoconfirmed,,
810053,The Black Dahlia Murder (band),autoconfirmed,,
8103,Deforestation,autoconfirmed;autoconfirmed,,
8108132,Taylor Swift discography,autoconfirmed,,
81083,Davy Crockett,autoconfirmed;autoconfirmed,,
811617,Man-Killer,autoconfirmed;autoconfirmed,,
8120348,Create,autoconfirmed;autoconfirmed,,
8121,Dallas Cowboys,autoconfirmed,,
812186,Poison dart frog,autoconfirmed;autoconfirmed,,
8122,Denver Broncos,autoconfirmed,,
81222,Banjo Paterson,autoconfirmed;autoconfirmed,,
8122677,Masoud Barzani,autoconfirmed;autoconfirmed,,
8125,Digamma,autoconfirmed;autoconfirmed,,
812724,South Slavic languages,autoconfirmed;autoconfirmed,,
8132472,Rik Waller,autoconfirmed;autoconfirmed,,
8134001,Paul Lafond,autoconfirmed;autoconfirmed,,
81345,Luigi,autoconfirmed,,
8135890,Miley Cyrus,autoconfirmed;sysop,,
81361,Mario,autoconfirmed;sysop,,
8140567,Danny Woodhead,autoconfirmed;autoconfirmed,,
8142596,Yoheved Kaplinsky,autoconfirmed;autoconfirmed,,
8145410,Charles Darwin,autoconfirmed;sysop,,
8149566,Brendan Rodgers,autoconfirmed;autoconfirmed,,
816280,Faggot (slang),autoconfirmed;sysop,,
816282,Faggot (unit),autoconfirmed;autoconfirmed,,
817924,Ethnic minorities in Iran,autoconfirmed;autoconfirmed,,
8197313,The Nils,autoconfirmed,,
8208639,Brenda Dervin,autoconfirmed,,
8209,Doctor Who,autoconfirmed;sysop,,
8209355,Cheri DiNovo,autoconfirmed;autoconfirmed,,
8210131,New York,autoconfirmed;sysop,,
8221,Death,autoconfirmed;sysop,,
82254,Boston Massacre,autoconfirmed;autoconfirmed,,
8229010,Call of Duty,autoconfirmed;sysop,,
8239846,Bob Marley,autoconfirmed,,
8240191,Indo-Aryan superstrate in Mitanni,autoconfirmed;autoconfirmed,,
8242057,Blink-182,autoconfirmed;sysop,,
82425,Sandwich,autoconfirmed;sysop,,
8246954,American Top Team,autoconfirmed;autoconfirmed,,
8252771,David Worby,autoconfirmed;autoconfirmed,,
8253350,Bambi (character),autoconfirmed;autoconfirmed,,
82536,Puerto Ricans,autoconfirmed;autoconfirmed,,
8258172,ICC World Twenty20,autoconfirmed;autoconfirmed,,
8269381,Wiz Khalifa,autoconfirmed,,
8273958,Genetically modified food controversies,autoconfirmed;autoconfirmed,,
827889,White pride,autoconfirmed;autoconfirmed,,
8279367,Derek Smart,autoconfirmed;autoconfirmed,,
8282374,Tropical cyclone,autoconfirmed;sysop,,
8286923,Helicopter,autoconfirmed;sysop,,
82935,Tabernacle,autoconfirmed;autoconfirmed,,
8295950,Illuminati,autoconfirmed;sysop,,
82974,Posttraumatic stress disorder,autoconfirmed;autoconfirmed,,
82976,Taj Mahal,autoconfirmed;sysop,,
8301219,Charlotte's Web (video game),autoconfirmed;autoconfirmed,,
83019,Motherfucker,autoconfirmed;sysop,,
8302735,Christopher Monckton; 3rd Viscount Monckton of Brenchley,autoconfirmed;autoconfirmed,,
8303,Down syndrome,autoconfirmed;sysop,,
8308199,List of ethnic slurs by ethnicity,autoconfirmed;autoconfirmed,,
83102,Thanatos,autoconfirmed;autoconfirmed,,
83108,Aaron Carter,autoconfirmed;sysop,,
